time_limit_s,c_coefficient,red_wins_mean,red_wins_std,win_rate_mean,run1,run2,run3,run4,run5
0.05,3.0,98.0,0.7071067811865476,0.98,97,98,98,99,98
0.05,2.5,98.6,1.51657508881031,0.986,100,97,99,97,100
0.05,2.0,97.0,1.0,0.97,96,96,98,98,97
0.05,1.75,97.4,2.4083189157584592,0.9740000000000001,96,95,96,100,100
0.05,1.5,98.0,0.7071067811865476,0.98,98,98,97,98,99
0.05,1.25,96.0,1.5811388300841898,0.96,96,95,94,97,98
0.05,1.0,98.2,1.3038404810405297,0.982,97,100,97,99,98
0.05,0.75,98.0,1.4142135623730951,0.98,97,99,99,99,96
0.05,0.5,98.4,1.51657508881031,0.9840000000000001,99,99,100,96,98
0.05,0.25,98.6,1.140175425099138,0.986,99,97,98,99,100
0.05,0.0,97.2,1.9235384061671343,0.972,97,95,98,96,100
0.025,5.0,95.6,2.701851217221259,0.956,96,94,99,92,97
0.025,3.0,94.8,1.6431676725154982,0.948,97,94,96,93,94
0.025,2.5,96.4,2.408318915758459,0.9640000000000001,97,93,98,95,99
0.025,2.0,97.2,1.9235384061671343,0.972,95,100,97,96,98
0.025,1.75,96.6,1.6733200530681511,0.966,97,99,95,95,97
0.025,1.5,97.4,2.073644135332772,0.9740000000000001,95,97,96,100,99
0.025,1.25,97.6,1.51657508881031,0.976,96,98,96,99,99
0.025,1.0,96.8,1.3038404810405297,0.968,98,97,98,96,95
0.025,0.75,97.2,1.0954451150103321,0.972,97,96,99,97,97
0.025,0.5,96.6,1.140175425099138,0.966,95,98,97,97,96
0.025,0.25,95.2,1.9235384061671343,0.9520000000000001,96,95,93,94,98
0.025,0.0,95.2,1.7888543819998317,0.9520000000000001,94,94,98,96,94
0.01,5.0,90.4,3.1304951684997055,0.904,87,87,93,93,92
0.01,3.0,91.4,3.209361307176242,0.914,87,94,89,93,94
0.01,2.5,91.4,1.9493588689617927,0.914,92,92,93,88,92
0.01,2.0,92.2,2.4899799195977463,0.922,93,92,88,94,94
0.01,1.75,92.0,2.23606797749979,0.92,91,93,95,89,92
0.01,1.5,94.4,3.049590136395381,0.9440000000000001,99,92,92,96,93
0.01,1.25,91.2,1.9235384061671343,0.912,94,90,92,89,91
0.01,1.0,93.6,2.8809720581775866,0.9359999999999999,95,90,96,96,91
0.01,0.75,93.0,2.9154759474226504,0.93,95,91,97,90,92
0.01,0.5,93.0,1.224744871391589,0.93,94,93,94,91,93
0.01,0.25,91.4,4.449719092257398,0.914,86,90,98,90,93
0.01,0.0,90.0,4.06201920231798,0.9,94,88,93,91,84
0.005,5.0,82.0,3.082207001484488,0.82,80,82,79,87,82
0.005,3.0,88.0,2.0,0.88,86,87,91,89,87
0.005,2.5,87.0,1.7320508075688772,0.87,84,87,88,88,88
0.005,2.0,86.8,1.9235384061671343,0.868,85,86,86,87,90
0.005,1.75,89.0,3.6742346141747673,0.89,95,87,90,87,86
0.005,1.5,87.6,4.6690470119715,0.8759999999999999,81,91,87,86,93
0.005,1.25,90.0,4.06201920231798,0.9,91,85,90,96,88
0.005,1.0,91.2,5.167204273105526,0.912,93,84,97,88,94
0.005,0.75,88.2,2.0493901531919194,0.882,90,90,88,88,85
0.005,0.5,87.2,4.868264577855235,0.872,93,90,80,86,87
0.005,0.25,89.8,2.0493901531919194,0.898,92,92,88,89,88
0.005,0.0,88.6,4.03732584763727,0.8859999999999999,85,87,90,86,95
0.004,5.0,76.2,2.7748873851023217,0.762,75,77,79,78,72
0.004,3.0,80.4,5.176871642217914,0.804,79,76,81,77,89
0.004,2.5,78.6,6.58027355054484,0.7859999999999999,70,77,87,83,76
0.004,2.0,84.0,3.7416573867739413,0.84,87,89,81,82,81
0.004,1.75,86.4,2.966479394838265,0.8640000000000001,90,88,86,82,86
0.004,1.5,85.2,4.658325879540846,0.852,85,80,82,92,87
0.004,1.25,85.6,3.049590136395381,0.856,85,90,84,82,87
0.004,1.0,87.0,4.0,0.87,84,89,88,82,92
0.004,0.75,84.4,6.4265076052238514,0.8440000000000001,92,75,82,88,85
0.004,0.5,86.6,3.209361307176242,0.866,91,84,89,84,85
0.004,0.25,85.6,3.6469165057620936,0.856,82,84,89,90,83
0.004,0.0,87.2,2.6832815729997477,0.872,85,89,91,85,86
0.003,5.0,80.0,1.8708286933869707,0.8,79,82,82,78,79
0.003,3.0,78.2,1.9235384061671343,0.782,79,77,78,81,76
0.003,2.5,79.2,4.207136793592526,0.792,86,80,78,77,75
0.003,2.0,83.8,4.658325879540846,0.838,89,87,84,77,82
0.003,1.75,80.8,2.16794833886788,0.8079999999999999,79,82,78,83,82
0.003,1.5,82.2,3.4205262752974135,0.8220000000000001,81,88,79,81,82
0.003,1.25,82.8,4.604345773288535,0.828,83,83,83,76,89
0.003,1.0,83.0,4.0,0.83,87,79,79,87,83
0.003,0.75,84.4,2.5099800796022262,0.8440000000000001,84,88,85,81,84
0.003,0.5,81.6,2.1908902300206643,0.816,82,82,84,78,82
0.003,0.25,82.6,4.505552130427524,0.826,84,83,87,75,84
0.003,0.0,83.0,3.3166247903554,0.83,88,84,82,79,82
0.0025,5.0,71.4,7.127411872482185,0.7140000000000001,70,68,62,78,79
0.0025,3.0,75.0,2.8284271247461903,0.75,78,73,72,74,78
0.0025,2.5,73.6,2.3021728866442674,0.736,73,75,76,70,74
0.0025,2.0,78.4,3.209361307176242,0.784,81,82,74,77,78
0.0025,1.75,77.4,5.128352561983235,0.774,86,77,77,73,74
0.0025,1.5,80.0,2.6457513110645907,0.8,79,84,77,79,81
0.0025,1.25,79.8,5.449770637375485,0.7979999999999999,81,72,83,86,77
0.0025,1.0,79.0,1.224744871391589,0.79,80,79,80,79,77
0.0025,0.75,77.4,5.856620185738529,0.774,80,71,79,72,85
0.0025,0.5,79.0,3.3166247903554,0.79,82,75,80,76,82
0.0025,0.25,78.8,1.7888543819998317,0.7879999999999999,78,80,80,80,76
0.0025,0.0,80.4,5.89915248150105,0.804,76,87,81,73,85
0.002,5.0,73.4,5.9833101206606365,0.7340000000000001,64,74,72,79,78
0.002,3.0,74.4,5.9833101206606365,0.7440000000000001,83,75,71,76,67
0.002,2.5,75.4,4.560701700396551,0.754,80,72,75,70,80
0.002,2.0,82.4,1.51657508881031,0.8240000000000001,84,83,80,82,83
0.002,1.75,77.6,2.6076809620810595,0.7759999999999999,79,77,77,74,81
0.002,1.5,75.6,2.8809720581775866,0.7559999999999999,78,78,72,77,73
0.002,1.25,78.2,1.7888543819998317,0.782,76,80,80,78,77
0.002,1.0,78.2,4.024922359499621,0.782,75,80,74,84,78
0.002,0.75,77.0,3.082207001484488,0.77,79,81,76,73,76
0.002,0.5,78.0,2.7386127875258306,0.78,76,76,81,76,81
0.002,0.25,75.6,6.06630035524124,0.7559999999999999,72,77,75,85,69
0.002,0.0,74.0,3.082207001484488,0.74,76,76,73,69,76
0.0015,5.0,65.0,3.7416573867739413,0.65,65,67,69,65,59
0.0015,3.0,65.4,7.162401831787993,0.654,59,68,69,57,74
0.0015,2.5,67.6,7.635443667528429,0.6759999999999999,58,75,68,62,75
0.0015,2.0,62.6,4.505552130427524,0.626,62,65,55,65,66
0.0015,1.75,64.2,4.147288270665545,0.642,64,68,58,68,63
0.0015,1.5,64.8,5.540758070878027,0.648,57,68,70,68,61
0.0015,1.25,67.8,7.496665925596525,0.6779999999999999,60,68,80,67,64
0.0015,1.0,71.4,5.9413803110051795,0.7140000000000001,67,73,64,74,79
0.0015,0.75,67.6,3.8470768123342687,0.6759999999999999,68,63,65,73,69
0.0015,0.5,71.2,2.5884358211089573,0.7120000000000001,74,68,69,72,73
0.0015,0.25,68.4,5.594640292279746,0.684,71,76,62,64,69
0.0015,0.0,63.6,1.51657508881031,0.636,64,65,64,64,61
0.001,5.0,61.0,3.605551275463989,0.61,61,56,60,66,62
0.001,3.0,59.0,4.636809247747852,0.59,52,57,61,61,64
0.001,2.5,63.8,4.658325879540846,0.638,64,70,65,63,57
0.001,2.0,64.4,5.176871642217915,0.644,58,60,70,66,68
0.001,1.75,63.0,1.8708286933869707,0.63,64,63,65,63,60
0.001,1.5,61.4,4.159326868617084,0.614,61,57,64,58,67
0.001,1.25,61.4,5.594640292279745,0.614,61,68,66,57,55
0.001,1.0,61.0,1.5811388300841898,0.61,61,60,59,62,63
0.001,0.75,62.8,3.5637059362410923,0.628,65,65,66,58,60
0.001,0.5,62.4,5.549774770204643,0.624,62,67,65,65,53
0.001,0.25,61.6,4.669047011971501,0.616,59,63,55,67,64
0.001,0.0,62.0,3.8078865529319543,0.62,66,61,59,66,58
0.0005,5.0,47.2,2.280350850198276,0.47200000000000003,45,47,51,46,47
0.0005,3.0,49.6,4.878524367060187,0.496,52,51,53,41,51
0.0005,2.5,54.6,3.7815340802378072,0.546,56,57,57,48,55
0.0005,2.0,51.2,3.3466401061363023,0.512,49,54,51,47,55
0.0005,1.75,50.6,3.646916505762094,0.506,51,51,49,56,46
0.0005,1.5,49.8,2.4899799195977463,0.498,50,49,54,48,48
0.0005,1.25,48.2,5.263078946776307,0.48200000000000004,55,42,44,51,49
0.0005,1.0,50.6,3.7815340802378072,0.506,54,47,55,47,50
0.0005,0.75,48.2,2.280350850198276,0.48200000000000004,48,47,48,46,52
0.0005,0.5,50.0,3.082207001484488,0.5,52,45,49,52,52
0.0005,0.25,50.2,5.974947698515862,0.502,48,45,58,55,45
0.0005,0.0,53.0,6.041522986797286,0.53,51,58,45,51,60
0.00025,5.0,49.6,2.6076809620810595,0.496,49,53,51,49,46
0.00025,3.0,50.2,2.16794833886788,0.502,48,53,52,49,49
0.00025,2.5,51.0,2.23606797749979,0.51,50,52,54,51,48
0.00025,2.0,50.0,1.8708286933869707,0.5,48,48,51,52,51
0.00025,1.75,48.2,3.7013511046643495,0.48200000000000004,48,45,49,54,45
0.00025,1.5,48.0,1.5811388300841898,0.48,47,46,49,48,50
0.00025,1.25,49.8,3.1144823004794873,0.498,51,52,47,46,53
0.00025,1.0,48.6,2.073644135332772,0.486,49,47,52,48,47
0.00025,0.75,51.2,1.9235384061671343,0.512,50,52,51,49,54
0.00025,0.5,50.8,1.7888543819998317,0.508,52,51,49,49,53
0.00025,0.25,50.0,1.224744871391589,0.5,52,49,49,50,50
0.00025,0.0,51.4,3.209361307176242,0.514,53,48,56,49,51
0.0001,5.0,44.8,0.4472135954999579,0.44799999999999995,45,45,45,44,45
0.0001,3.0,44.8,0.4472135954999579,0.44799999999999995,44,45,45,45,45
0.0001,2.5,44.4,0.5477225575051661,0.444,44,44,45,45,44
0.0001,2.0,44.6,0.5477225575051661,0.446,45,45,44,44,45
0.0001,1.75,44.6,0.5477225575051661,0.446,44,45,45,45,44
0.0001,1.5,44.8,0.4472135954999579,0.44799999999999995,45,45,44,45,45
0.0001,1.25,45.0,0.0,0.45,45,45,45,45,45
0.0001,1.0,44.6,0.5477225575051661,0.446,44,45,44,45,45
0.0001,0.75,44.8,0.4472135954999579,0.44799999999999995,45,45,45,44,45
0.0001,0.5,44.6,0.8944271909999159,0.446,44,45,44,44,46
0.0001,0.25,44.6,0.5477225575051661,0.446,44,44,45,45,45
0.0001,0.0,44.4,0.5477225575051661,0.444,44,44,45,44,45
5e-05,5.0,45.0,0.0,0.45,45,45,45,45,45
5e-05,3.0,45.0,0.0,0.45,45,45,45,45,45
5e-05,2.5,45.0,0.0,0.45,45,45,45,45,45
5e-05,2.0,45.0,0.0,0.45,45,45,45,45,45
5e-05,1.75,45.0,0.0,0.45,45,45,45,45,45
5e-05,1.5,45.0,0.0,0.45,45,45,45,45,45
5e-05,1.25,45.0,0.0,0.45,45,45,45,45,45
5e-05,1.0,45.0,0.0,0.45,45,45,45,45,45
5e-05,0.75,45.0,0.0,0.45,45,45,45,45,45
5e-05,0.5,45.0,0.0,0.45,45,45,45,45,45
5e-05,0.25,45.0,0.0,0.45,45,45,45,45,45
5e-05,0.0,45.0,0.0,0.45,45,45,45,45,45
2.5e-05,5.0,45.0,0.0,0.45,45,45,45,45,45
2.5e-05,3.0,45.0,0.0,0.45,45,45,45,45,45
2.5e-05,2.5,45.0,0.0,0.45,45,45,45,45,45
2.5e-05,2.0,45.0,0.0,0.45,45,45,45,45,45
2.5e-05,1.75,45.0,0.0,0.45,45,45,45,45,45
2.5e-05,1.5,45.0,0.0,0.45,45,45,45,45,45
2.5e-05,1.25,45.0,0.0,0.45,45,45,45,45,45
2.5e-05,1.0,45.0,0.0,0.45,45,45,45,45,45
2.5e-05,0.75,45.0,0.0,0.45,45,45,45,45,45
2.5e-05,0.5,45.0,0.0,0.45,45,45,45,45,45
2.5e-05,0.25,45.0,0.0,0.45,45,45,45,45,45
2.5e-05,0.0,45.0,0.0,0.45,45,45,45,45,45
1e-05,5.0,45.0,0.0,0.45,45,45,45,45,45
1e-05,3.0,45.0,0.0,0.45,45,45,45,45,45
1e-05,2.5,45.0,0.0,0.45,45,45,45,45,45
1e-05,2.0,45.0,0.0,0.45,45,45,45,45,45
1e-05,1.75,45.0,0.0,0.45,45,45,45,45,45
1e-05,1.5,45.0,0.0,0.45,45,45,45,45,45
1e-05,1.25,45.0,0.0,0.45,45,45,45,45,45
1e-05,1.0,45.0,0.0,0.45,45,45,45,45,45
1e-05,0.75,45.0,0.0,0.45,45,45,45,45,45
1e-05,0.5,45.0,0.0,0.45,45,45,45,45,45
1e-05,0.25,45.0,0.0,0.45,45,45,45,45,45
1e-05,0.0,45.0,0.0,0.45,45,45,45,45,45
5e-06,5.0,45.0,0.0,0.45,45,45,45,45,45
5e-06,3.0,45.0,0.0,0.45,45,45,45,45,45
5e-06,2.5,45.0,0.0,0.45,45,45,45,45,45
5e-06,2.0,45.0,0.0,0.45,45,45,45,45,45
5e-06,1.75,45.0,0.0,0.45,45,45,45,45,45
5e-06,1.5,45.0,0.0,0.45,45,45,45,45,45
5e-06,1.25,45.0,0.0,0.45,45,45,45,45,45
5e-06,1.0,45.0,0.0,0.45,45,45,45,45,45
5e-06,0.75,45.0,0.0,0.45,45,45,45,45,45
5e-06,0.5,45.0,0.0,0.45,45,45,45,45,45
5e-06,0.25,45.0,0.0,0.45,45,45,45,45,45
5e-06,0.0,45.0,0.0,0.45,45,45,45,45,45
2.5e-06,5.0,45.0,0.0,0.45,45,45,45,45,45
2.5e-06,3.0,45.0,0.0,0.45,45,45,45,45,45
2.5e-06,2.5,45.0,0.0,0.45,45,45,45,45,45
2.5e-06,2.0,45.0,0.0,0.45,45,45,45,45,45
2.5e-06,1.75,45.0,0.0,0.45,45,45,45,45,45
2.5e-06,1.5,45.0,0.0,0.45,45,45,45,45,45
2.5e-06,1.25,45.0,0.0,0.45,45,45,45,45,45
2.5e-06,1.0,45.0,0.0,0.45,45,45,45,45,45
2.5e-06,0.75,45.0,0.0,0.45,45,45,45,45,45
2.5e-06,0.5,45.0,0.0,0.45,45,45,45,45,45
2.5e-06,0.25,45.0,0.0,0.45,45,45,45,45,45
2.5e-06,0.0,45.0,0.0,0.45,45,45,45,45,45
1e-06,5.0,45.0,0.0,0.45,45,45,45,45,45
1e-06,3.0,45.0,0.0,0.45,45,45,45,45,45
1e-06,2.5,45.0,0.0,0.45,45,45,45,45,45
1e-06,2.0,45.0,0.0,0.45,45,45,45,45,45
1e-06,1.75,45.0,0.0,0.45,45,45,45,45,45
1e-06,1.5,45.0,0.0,0.45,45,45,45,45,45
1e-06,1.25,45.0,0.0,0.45,45,45,45,45,45
1e-06,1.0,45.0,0.0,0.45,45,45,45,45,45
1e-06,0.75,45.0,0.0,0.45,45,45,45,45,45
1e-06,0.5,45.0,0.0,0.45,45,45,45,45,45
1e-06,0.25,45.0,0.0,0.45,45,45,45,45,45
1e-06,0.0,45.0,0.0,0.45,45,45,45,45,45
5e-07,5.0,45.0,0.0,0.45,45,45,45,45,45
5e-07,3.0,45.0,0.0,0.45,45,45,45,45,45
5e-07,2.5,45.0,0.0,0.45,45,45,45,45,45
5e-07,2.0,45.0,0.0,0.45,45,45,45,45,45
5e-07,1.75,45.0,0.0,0.45,45,45,45,45,45
5e-07,1.5,45.0,0.0,0.45,45,45,45,45,45
5e-07,1.25,45.0,0.0,0.45,45,45,45,45,45
5e-07,1.0,45.0,0.0,0.45,45,45,45,45,45
5e-07,0.75,45.0,0.0,0.45,45,45,45,45,45
5e-07,0.5,45.0,0.0,0.45,45,45,45,45,45
5e-07,0.25,45.0,0.0,0.45,45,45,45,45,45
5e-07,0.0,45.0,0.0,0.45,45,45,45,45,45
