episode,epsilon_is,push_p10_is,push_p10_nois,push_p20_is,push_p20_nois,push_p30_is,push_p30_nois
4300,-33,-95,-50,-505,-123,-505,-124
4301,-22,-35,-103,-505,-105,-505,-505
4302,-27,-24,-35,-505,-81,-505,-97
4303,-24,-41,-116,-420,-137,-505,-406
4304,-22,-141,-31,-505,-175,-505,-148
4305,-22,-34,-64,-505,-296,-505,-154
4306,-21,-103,-206,-505,-21,-505,-225
4307,-38,-24,-56,-505,-197,-505,-343
4308,-17,-38,-50,-505,-71,-505,-348
4309,-23,-46,-54,-505,-146,-505,-505
4310,-17,-148,-49,-95,-143,-505,-91
4311,-21,-34,-56,-505,-148,-505,-421
4312,-26,-99,-22,-505,-145,-505,-505
4313,-76,-38,-31,-505,-149,-505,-505
4314,-61,-40,-36,-505,-123,-505,-390
4315,-30,-76,-30,-505,-62,-505,-149
4316,-30,-95,-66,-505,-96,-505,-505
4317,-127,-52,-63,-439,-77,-505,-362
4318,-24,-55,-24,-505,-126,-505,-505
4319,-29,-101,-36,-505,-133,-505,-141
4320,-47,-27,-53,-505,-505,-505,-505
4321,-18,-100,-86,-505,-23,-505,-505
4322,-26,-43,-47,-505,-205,-505,-499
4323,-42,-33,-40,-130,-170,-505,-192
4324,-35,-134,-25,-505,-391,-505,-172
4325,-65,-40,-20,-505,-157,-505,-137
4326,-37,-56,-39,-505,-220,-505,-439
4327,-17,-42,-49,-505,-505,-505,-505
4328,-22,-86,-31,-505,-280,-505,-505
4329,-30,-93,-50,-505,-142,-505,-505
4330,-24,-62,-29,-505,-185,-505,-393
4331,-52,-176,-29,-505,-173,-505,-204
4332,-23,-72,-61,-505,-59,-505,-505
4333,-21,-217,-23,-505,-122,-505,-155
4334,-27,-36,-23,-505,-39,-505,-80
4335,-58,-79,-54,-505,-44,-505,-149
4336,-20,-70,-59,-505,-128,-505,-320
4337,-18,-53,-32,-386,-48,-505,-456
4338,-48,-128,-19,-505,-173,-505,-505
4339,-25,-250,-44,-505,-33,-505,-505
4340,-32,-282,-86,-505,-210,-505,-81
4341,-23,-54,-104,-505,-33,-505,-505
4342,-29,-37,-18,-505,-99,-505,-176
4343,-32,-28,-22,-505,-90,-505,-505
4344,-32,-45,-19,-505,-221,-505,-505
4345,-37,-274,-49,-504,-453,-505,-505
4346,-41,-140,-18,-505,-87,-505,-293
4347,-32,-210,-46,-505,-42,-505,-505
4348,-36,-113,-178,-505,-376,-505,-505
4349,-27,-55,-18,-505,-113,-505,-63
4350,-55,-20,-22,-505,-39,-505,-180
4351,-64,-34,-43,-505,-28,-505,-70
4352,-83,-73,-21,-505,-125,-505,-259
4353,-37,-115,-27,-505,-208,-505,-44
4354,-23,-81,-27,-505,-154,-505,-442
4355,-24,-194,-49,-505,-72,-505,-505
4356,-34,-458,-51,-505,-287,-505,-505
4357,-25,-78,-19,-505,-98,-505,-140
4358,-44,-77,-80,-505,-18,-505,-164
4359,-43,-48,-58,-505,-114,-505,-305
4360,-36,-27,-51,-505,-199,-505,-505
4361,-21,-153,-134,-505,-102,-505,-147
4362,-21,-94,-93,-505,-101,-505,-505
4363,-42,-166,-109,-505,-77,-505,-316
4364,-38,-116,-55,-505,-147,-505,-120
4365,-27,-38,-38,-505,-22,-505,-322
4366,-26,-179,-123,-505,-29,-505,-332
4367,-24,-24,-86,-505,-158,-505,-221
4368,-31,-62,-35,-505,-38,-505,-278
4369,-21,-42,-93,-505,-64,-505,-287
4370,-24,-56,-22,-505,-244,-505,-190
4371,-24,-51,-83,-505,-33,-505,-45
4372,-21,-39,-51,-505,-113,-505,-505
4373,-42,-85,-54,-505,-109,-505,-505
4374,-22,-145,-74,-505,-83,-505,-287
4375,-27,-117,-24,-154,-95,-505,-505
4376,-26,-409,-24,-505,-128,-505,-505
4377,-48,-262,-27,-505,-21,-505,-114
4378,-36,-96,-50,-505,-226,-505,-505
4379,-28,-44,-49,-505,-369,-505,-505
4380,-44,-281,-46,-505,-46,-505,-31
4381,-26,-114,-30,-505,-64,-505,-29
4382,-32,-70,-27,-505,-36,-505,-50
4383,-39,-71,-43,-505,-141,-505,-505
4384,-24,-228,-17,-505,-36,-505,-69
4385,-24,-36,-17,-505,-340,-505,-505
4386,-24,-68,-34,-505,-149,-505,-505
4387,-35,-178,-27,-505,-210,-505,-218
4388,-28,-33,-18,-505,-92,-505,-505
4389,-42,-59,-29,-505,-68,-505,-505
4390,-32,-55,-37,-457,-90,-505,-505
4391,-51,-47,-62,-505,-53,-505,-193
4392,-49,-26,-38,-505,-56,-505,-267
4393,-37,-48,-35,-123,-107,-505,-192
4394,-54,-22,-21,-505,-98,-505,-505
4395,-25,-505,-26,-505,-42,-505,-505
4396,-23,-179,-89,-505,-49,-505,-505
4397,-26,-138,-71,-505,-27,-505,-505
4398,-20,-62,-27,-372,-253,-505,-215
4399,-22,-132,-20,-505,-91,-505,-505
4400,-21,-171,-25,-505,-70,-505,-505
4401,-30,-505,-75,-505,-140,-505,-265
4402,-42,-193,-84,-505,-163,-505,-505
4403,-22,-24,-127,-505,-252,-505,-29
4404,-59,-179,-33,-505,-71,-505,-211
4405,-47,-270,-81,-505,-159,-505,-225
4406,-32,-76,-25,-505,-420,-505,-299
4407,-28,-28,-72,-505,-117,-505,-229
4408,-23,-176,-26,-505,-33,-505,-239
4409,-23,-159,-90,-505,-24,-505,-505
4410,-24,-39,-40,-505,-27,-505,-115
4411,-41,-50,-20,-505,-83,-505,-397
4412,-23,-31,-82,-505,-107,-505,-23
4413,-100,-83,-28,-505,-43,-505,-323
4414,-28,-30,-42,-505,-103,-505,-244
4415,-73,-183,-21,-505,-126,-505,-174
4416,-23,-114,-51,-505,-59,-505,-505
4417,-32,-62,-33,-505,-43,-505,-457
4418,-30,-265,-47,-505,-193,-505,-75
4419,-29,-219,-28,-505,-40,-505,-173
4420,-39,-27,-70,-505,-94,-505,-71
4421,-24,-343,-111,-505,-102,-505,-505
4422,-24,-71,-28,-505,-71,-505,-505
4423,-32,-185,-32,-505,-75,-505,-398
4424,-23,-67,-62,-505,-25,-505,-252
4425,-33,-93,-109,-505,-98,-505,-21
4426,-23,-152,-20,-505,-94,-505,-358
4427,-18,-37,-36,-505,-88,-505,-41
4428,-29,-86,-36,-505,-24,-505,-231
4429,-21,-92,-103,-505,-61,-505,-37
4430,-51,-59,-119,-224,-64,-505,-135
4431,-42,-268,-86,-505,-68,-505,-406
4432,-60,-104,-164,-505,-219,-505,-204
4433,-30,-50,-28,-505,-368,-505,-229
4434,-58,-225,-24,-505,-54,-505,-149
4435,-87,-65,-79,-505,-36,-505,-114
4436,-26,-44,-19,-505,-78,-505,-300
4437,-24,-63,-21,-505,-97,-505,-342
4438,-47,-249,-40,-505,-57,-505,-505
4439,-43,-160,-27,-257,-105,-505,-505
4440,-54,-261,-67,-505,-100,-505,-505
4441,-18,-38,-72,-505,-29,-505,-505
4442,-23,-141,-61,-505,-281,-505,-505
4443,-35,-22,-58,-505,-275,-505,-505
4444,-39,-24,-22,-505,-64,-505,-505
4445,-66,-126,-78,-505,-253,-505,-119
4446,-26,-38,-100,-505,-76,-505,-49
4447,-17,-28,-39,-505,-59,-505,-317
4448,-59,-316,-26,-505,-136,-505,-505
4449,-93,-78,-42,-505,-70,-505,-505
4450,-19,-219,-72,-505,-65,-505,-505
4451,-19,-48,-92,-505,-195,-505,-142
4452,-18,-155,-66,-505,-42,-505,-170
4453,-31,-51,-45,-505,-46,-505,-505
4454,-17,-24,-80,-505,-414,-505,-505
4455,-38,-138,-61,-219,-131,-505,-282
4456,-19,-159,-77,-401,-100,-505,-33
4457,-19,-437,-45,-505,-24,-505,-505
4458,-18,-93,-38,-505,-97,-505,-174
4459,-18,-59,-82,-505,-84,-505,-53
4460,-19,-337,-119,-505,-80,-505,-123
4461,-38,-140,-98,-505,-174,-505,-505
4462,-20,-311,-178,-505,-56,-505,-235
4463,-63,-42,-125,-505,-272,-505,-505
4464,-35,-48,-64,-505,-122,-505,-145
4465,-18,-94,-101,-505,-194,-505,-155
4466,-33,-50,-145,-505,-351,-505,-21
4467,-20,-141,-33,-505,-128,-505,-505
4468,-16,-151,-52,-505,-112,-505,-505
4469,-24,-47,-86,-505,-47,-505,-26
4470,-31,-92,-53,-505,-202,-505,-415
4471,-65,-34,-68,-505,-51,-505,-198
4472,-22,-201,-64,-505,-39,-505,-154
4473,-41,-97,-154,-505,-28,-505,-318
4474,-20,-63,-38,-505,-43,-505,-167
4475,-44,-208,-81,-505,-123,-505,-130
4476,-17,-231,-146,-505,-26,-505,-467
4477,-26,-36,-24,-505,-70,-505,-505
4478,-51,-30,-24,-505,-259,-505,-56
4479,-18,-55,-108,-431,-164,-505,-216
4480,-22,-47,-77,-505,-167,-505,-459
4481,-16,-84,-259,-505,-28,-505,-135
4482,-46,-109,-31,-505,-39,-505,-213
4483,-31,-50,-93,-421,-44,-505,-84
4484,-29,-44,-18,-505,-52,-505,-505
4485,-28,-32,-74,-505,-27,-505,-160
4486,-73,-17,-46,-505,-112,-505,-32
4487,-70,-35,-99,-505,-20,-505,-284
4488,-25,-31,-40,-505,-26,-505,-505
4489,-19,-47,-148,-505,-82,-505,-505
4490,-27,-40,-30,-505,-23,-505,-100
4491,-21,-103,-149,-102,-153,-505,-505
4492,-16,-42,-36,-505,-24,-505,-351
4493,-18,-45,-89,-505,-40,-505,-259
4494,-18,-107,-23,-505,-67,-505,-214
4495,-28,-24,-34,-505,-176,-505,-282
4496,-30,-152,-64,-505,-26,-505,-135
4497,-21,-112,-65,-505,-190,-505,-27
4498,-26,-24,-48,-505,-166,-505,-78
4499,-22,-107,-60,-505,-505,-505,-84
4500,-28,-49,-145,-505,-58,-505,-505
4501,-19,-101,-101,-505,-288,-505,-189
4502,-19,-258,-46,-505,-130,-505,-505
4503,-44,-79,-85,-505,-373,-505,-505
4504,-25,-49,-38,-505,-305,-505,-312
4505,-21,-66,-130,-505,-89,-505,-206
4506,-31,-36,-47,-112,-22,-505,-402
4507,-24,-35,-31,-505,-133,-505,-395
4508,-37,-335,-28,-505,-36,-505,-177
4509,-32,-93,-207,-505,-29,-505,-22
4510,-19,-154,-35,-505,-27,-505,-505
4511,-25,-21,-36,-505,-32,-505,-192
4512,-21,-174,-38,-505,-29,-505,-274
4513,-41,-32,-39,-505,-96,-505,-505
4514,-39,-65,-56,-505,-89,-505,-505
4515,-44,-55,-31,-505,-145,-505,-505
4516,-20,-86,-49,-505,-74,-505,-85
4517,-20,-30,-28,-505,-243,-505,-155
4518,-35,-63,-75,-505,-91,-505,-176
4519,-71,-30,-27,-505,-55,-505,-234
4520,-21,-67,-53,-505,-228,-505,-35
4521,-23,-54,-22,-505,-275,-505,-505
4522,-23,-196,-37,-505,-29,-505,-58
4523,-39,-41,-53,-505,-111,-505,-417
4524,-24,-68,-75,-505,-26,-505,-90
4525,-31,-389,-65,-505,-145,-505,-505
4526,-38,-38,-107,-505,-114,-505,-30
4527,-20,-80,-28,-505,-137,-505,-21
4528,-47,-82,-57,-505,-47,-505,-204
4529,-65,-108,-41,-505,-62,-505,-102
4530,-21,-97,-99,-505,-67,-505,-197
4531,-37,-85,-101,-505,-47,-505,-505
4532,-19,-132,-39,-505,-83,-505,-505
4533,-23,-24,-180,-505,-178,-505,-426
4534,-19,-319,-66,-505,-505,-505,-505
4535,-23,-167,-19,-505,-276,-505,-159
4536,-19,-85,-98,-505,-23,-505,-185
4537,-53,-35,-18,-505,-48,-505,-505
4538,-26,-109,-71,-505,-28,-505,-505
4539,-30,-55,-95,-505,-439,-505,-505
4540,-19,-41,-47,-505,-127,-505,-136
4541,-19,-65,-26,-505,-87,-505,-409
4542,-23,-174,-72,-505,-99,-505,-505
4543,-35,-41,-21,-479,-50,-505,-273
4544,-58,-95,-132,-505,-226,-505,-449
4545,-62,-151,-24,-505,-67,-505,-83
4546,-23,-27,-22,-505,-26,-505,-35
4547,-19,-105,-25,-375,-27,-505,-505
4548,-19,-52,-95,-505,-41,-505,-65
4549,-33,-49,-37,-505,-35,-505,-455
4550,-33,-171,-87,-505,-28,-505,-161
4551,-51,-76,-25,-505,-65,-505,-505
4552,-18,-93,-48,-505,-92,-505,-505
4553,-48,-22,-119,-505,-31,-505,-344
4554,-47,-38,-43,-215,-112,-505,-477
4555,-41,-19,-27,-505,-248,-505,-120
4556,-30,-68,-105,-505,-82,-505,-210
4557,-31,-87,-58,-505,-54,-505,-88
4558,-34,-31,-66,-505,-105,-505,-505
4559,-38,-249,-48,-505,-32,-505,-41
4560,-53,-204,-91,-505,-89,-505,-95
4561,-21,-291,-54,-505,-255,-505,-505
4562,-21,-53,-66,-505,-54,-505,-409
4563,-26,-72,-95,-505,-128,-505,-505
4564,-20,-96,-86,-505,-75,-505,-45
4565,-20,-169,-51,-505,-32,-505,-505
4566,-20,-48,-102,-505,-66,-505,-505
4567,-53,-34,-89,-299,-41,-505,-505
4568,-20,-53,-76,-505,-29,-505,-505
4569,-19,-29,-33,-505,-18,-505,-505
4570,-26,-33,-21,-505,-62,-505,-497
4571,-21,-77,-34,-505,-96,-505,-505
4572,-27,-47,-18,-505,-24,-505,-505
4573,-42,-24,-75,-505,-48,-505,-26
4574,-21,-65,-48,-505,-22,-505,-505
4575,-22,-163,-27,-505,-157,-505,-369
4576,-24,-40,-75,-505,-30,-505,-505
4577,-23,-78,-46,-505,-171,-505,-505
4578,-22,-148,-49,-505,-96,-505,-108
4579,-21,-20,-153,-505,-27,-505,-189
4580,-24,-79,-41,-505,-163,-505,-393
4581,-22,-77,-26,-505,-83,-505,-120
4582,-18,-28,-21,-505,-80,-505,-365
4583,-21,-75,-64,-505,-28,-505,-505
4584,-24,-151,-46,-505,-135,-505,-339
4585,-24,-19,-60,-505,-31,-505,-107
4586,-24,-27,-19,-505,-101,-505,-332
4587,-21,-40,-29,-505,-111,-505,-505
4588,-27,-167,-51,-505,-273,-505,-280
4589,-35,-96,-20,-505,-329,-505,-336
4590,-19,-49,-36,-505,-159,-505,-242
4591,-27,-38,-64,-505,-88,-505,-426
4592,-18,-44,-54,-505,-35,-505,-153
4593,-22,-37,-33,-505,-78,-505,-345
4594,-21,-101,-47,-505,-199,-505,-63
4595,-47,-42,-116,-505,-19,-505,-297
4596,-24,-111,-40,-505,-46,-505,-192
4597,-26,-44,-27,-148,-57,-505,-53
4598,-18,-18,-43,-505,-100,-505,-505
4599,-42,-102,-64,-505,-83,-505,-138
4600,-53,-53,-53,-505,-24,-505,-82
4601,-53,-65,-31,-505,-76,-505,-505
4602,-52,-84,-44,-505,-64,-505,-505
4603,-27,-121,-18,-505,-279,-505,-505
4604,-23,-80,-33,-505,-41,-505,-131
4605,-27,-90,-20,-505,-56,-505,-505
4606,-18,-143,-83,-505,-349,-505,-505
4607,-33,-143,-68,-505,-29,-505,-31
4608,-21,-64,-36,-283,-227,-505,-324
4609,-28,-36,-94,-505,-381,-505,-487
4610,-23,-25,-41,-505,-23,-505,-505
4611,-25,-56,-18,-505,-91,-505,-505
4612,-44,-26,-98,-406,-64,-505,-215
4613,-29,-60,-91,-505,-71,-505,-92
4614,-93,-24,-25,-505,-29,-505,-505
4615,-40,-51,-24,-505,-63,-505,-505
4616,-147,-49,-32,-505,-45,-505,-505
4617,-21,-112,-151,-355,-147,-505,-74
4618,-39,-56,-67,-505,-24,-505,-51
4619,-26,-32,-30,-505,-119,-505,-69
4620,-26,-121,-136,-505,-93,-505,-339
4621,-32,-201,-26,-505,-54,-505,-505
4622,-24,-61,-169,-505,-152,-505,-132
4623,-24,-56,-137,-505,-29,-505,-106
4624,-34,-29,-34,-505,-344,-505,-505
4625,-29,-34,-34,-505,-293,-505,-197
4626,-21,-43,-47,-505,-287,-505,-294
4627,-35,-40,-40,-505,-215,-505,-486
4628,-25,-66,-29,-505,-145,-505,-82
4629,-24,-68,-198,-505,-475,-505,-505
4630,-59,-60,-186,-505,-437,-505,-243
4631,-48,-38,-93,-304,-88,-505,-157
4632,-44,-19,-26,-505,-249,-505,-33
4633,-45,-25,-31,-505,-329,-505,-505
4634,-21,-56,-34,-505,-255,-505,-505
4635,-48,-52,-23,-505,-26,-505,-336
4636,-40,-75,-19,-505,-112,-505,-189
4637,-23,-28,-21,-505,-260,-505,-258
4638,-26,-114,-218,-505,-56,-505,-187
4639,-26,-52,-93,-505,-107,-505,-158
4640,-40,-25,-56,-505,-103,-505,-124
4641,-25,-58,-21,-505,-244,-505,-63
4642,-38,-26,-25,-505,-79,-505,-322
4643,-31,-82,-37,-505,-64,-505,-141
4644,-24,-350,-37,-505,-24,-505,-205
4645,-34,-162,-172,-505,-90,-505,-89
4646,-23,-174,-62,-505,-152,-505,-385
4647,-24,-32,-33,-505,-101,-505,-505
4648,-20,-97,-60,-505,-49,-505,-41
4649,-20,-71,-50,-505,-66,-505,-161
4650,-49,-67,-144,-505,-248,-505,-120
4651,-20,-26,-47,-202,-112,-505,-324
4652,-40,-25,-56,-505,-98,-505,-61
4653,-31,-50,-41,-327,-258,-505,-505
4654,-31,-74,-101,-505,-351,-505,-505
4655,-20,-23,-84,-175,-87,-505,-59
4656,-40,-21,-42,-505,-339,-505,-62
4657,-32,-25,-26,-505,-116,-505,-317
4658,-21,-98,-191,-505,-76,-505,-154
4659,-36,-65,-134,-505,-66,-505,-113
4660,-37,-134,-81,-505,-306,-505,-274
4661,-32,-118,-92,-310,-326,-505,-155
4662,-30,-332,-94,-505,-259,-505,-105
4663,-26,-386,-22,-400,-45,-505,-18
4664,-20,-118,-17,-505,-92,-505,-133
4665,-23,-63,-20,-505,-21,-505,-30
4666,-33,-162,-55,-505,-27,-505,-229
4667,-24,-43,-47,-505,-91,-505,-505
4668,-34,-20,-61,-505,-53,-505,-138
4669,-22,-65,-39,-501,-98,-505,-126
4670,-25,-171,-89,-505,-82,-505,-505
4671,-24,-138,-54,-505,-62,-505,-505
4672,-64,-47,-87,-505,-55,-505,-221
4673,-37,-36,-21,-505,-166,-505,-82
4674,-21,-51,-26,-398,-147,-505,-156
4675,-46,-37,-21,-505,-60,-505,-31
4676,-19,-44,-40,-505,-358,-505,-153
4677,-22,-21,-19,-505,-110,-505,-300
4678,-45,-35,-39,-505,-25,-505,-505
4679,-40,-20,-116,-505,-64,-505,-26
4680,-29,-31,-127,-505,-154,-505,-505
4681,-40,-44,-24,-505,-59,-505,-211
4682,-118,-61,-39,-505,-130,-505,-178
4683,-49,-169,-125,-505,-22,-505,-183
4684,-23,-68,-24,-505,-118,-505,-499
4685,-29,-110,-26,-505,-346,-505,-505
4686,-42,-45,-22,-505,-70,-505,-505
4687,-22,-230,-242,-505,-34,-505,-368
4688,-28,-441,-289,-505,-263,-505,-505
4689,-89,-183,-15,-505,-251,-505,-169
4690,-31,-281,-16,-505,-62,-505,-505
4691,-24,-206,-36,-505,-324,-505,-302
4692,-29,-70,-49,-505,-145,-505,-472
4693,-35,-66,-46,-505,-79,-505,-65
4694,-21,-353,-126,-505,-37,-505,-439
4695,-25,-189,-30,-505,-135,-505,-270
4696,-20,-59,-84,-505,-36,-505,-431
4697,-22,-151,-29,-505,-110,-505,-505
4698,-26,-232,-45,-505,-182,-505,-103
4699,-23,-132,-20,-505,-46,-505,-505
4700,-23,-126,-34,-505,-159,-505,-152
4701,-23,-19,-19,-435,-47,-505,-315
4702,-22,-41,-235,-505,-36,-505,-94
4703,-25,-88,-53,-505,-81,-505,-505
4704,-18,-55,-17,-505,-175,-505,-505
4705,-23,-51,-21,-505,-63,-505,-505
4706,-22,-115,-60,-505,-57,-505,-403
4707,-22,-497,-42,-505,-51,-505,-505
4708,-60,-98,-25,-505,-101,-505,-505
4709,-22,-214,-142,-505,-28,-505,-505
4710,-34,-55,-61,-505,-184,-505,-138
4711,-25,-145,-28,-505,-98,-505,-505
4712,-20,-19,-163,-505,-39,-505,-505
4713,-34,-41,-26,-505,-34,-505,-505
4714,-20,-34,-118,-250,-64,-505,-424
4715,-21,-90,-74,-505,-41,-505,-505
4716,-22,-177,-67,-221,-191,-505,-505
4717,-42,-19,-123,-505,-300,-505,-505
4718,-29,-38,-20,-505,-22,-505,-505
4719,-20,-92,-98,-505,-111,-505,-376
4720,-21,-115,-155,-505,-36,-505,-426
4721,-23,-34,-22,-505,-23,-505,-505
4722,-27,-53,-109,-505,-110,-505,-505
4723,-31,-83,-116,-505,-64,-505,-505
4724,-20,-42,-77,-350,-23,-505,-122
4725,-21,-87,-55,-505,-177,-505,-505
4726,-24,-258,-74,-505,-57,-505,-77
4727,-20,-125,-27,-505,-79,-505,-505
4728,-21,-56,-26,-505,-143,-505,-505
4729,-29,-63,-33,-505,-89,-505,-505
4730,-24,-91,-26,-505,-66,-505,-505
4731,-25,-120,-26,-505,-39,-505,-367
4732,-66,-53,-104,-505,-41,-505,-139
4733,-47,-22,-98,-505,-141,-505,-248
4734,-28,-27,-27,-308,-42,-505,-505
4735,-23,-44,-65,-505,-45,-505,-505
4736,-21,-37,-42,-505,-31,-505,-505
4737,-29,-133,-49,-505,-87,-505,-88
4738,-28,-362,-84,-505,-29,-505,-505
4739,-28,-87,-62,-505,-76,-505,-168
4740,-41,-122,-39,-505,-37,-505,-505
4741,-42,-138,-32,-442,-23,-505,-43
4742,-23,-207,-54,-505,-123,-505,-26
4743,-41,-40,-31,-505,-19,-505,-230
4744,-23,-296,-127,-282,-219,-505,-505
4745,-67,-75,-46,-193,-56,-505,-247
4746,-46,-67,-79,-225,-141,-505,-505
4747,-26,-20,-93,-505,-138,-505,-406
4748,-33,-47,-44,-505,-96,-505,-505
4749,-23,-186,-36,-481,-26,-505,-340
4750,-74,-103,-55,-505,-134,-505,-206
4751,-22,-80,-118,-505,-77,-505,-505
4752,-23,-28,-23,-505,-82,-505,-154
4753,-29,-155,-91,-505,-80,-505,-240
4754,-21,-367,-31,-505,-44,-505,-505
4755,-24,-99,-20,-505,-111,-505,-433
4756,-26,-79,-49,-505,-45,-505,-229
4757,-23,-229,-56,-505,-25,-505,-195
4758,-25,-20,-43,-505,-256,-505,-505
4759,-24,-23,-66,-505,-187,-505,-505
4760,-24,-99,-21,-65,-505,-505,-236
4761,-25,-36,-32,-505,-68,-505,-505
4762,-24,-129,-61,-505,-144,-505,-505
4763,-25,-46,-64,-505,-39,-505,-493
4764,-50,-36,-20,-40,-315,-505,-185
4765,-40,-135,-31,-505,-57,-505,-315
4766,-19,-22,-52,-505,-76,-505,-505
4767,-52,-21,-110,-505,-505,-505,-248
4768,-23,-230,-62,-505,-238,-505,-306
4769,-19,-135,-102,-505,-206,-505,-112
4770,-52,-30,-19,-505,-30,-505,-76
4771,-30,-41,-95,-505,-182,-505,-231
4772,-19,-162,-26,-505,-95,-505,-262
4773,-21,-52,-54,-505,-19,-505,-505
4774,-24,-63,-57,-505,-154,-505,-166
4775,-24,-164,-124,-505,-117,-505,-505
4776,-28,-148,-70,-107,-232,-505,-147
4777,-25,-74,-69,-505,-83,-505,-245
4778,-42,-182,-152,-505,-218,-505,-232
4779,-24,-76,-57,-505,-326,-505,-505
4780,-24,-120,-21,-505,-96,-505,-505
4781,-28,-109,-34,-505,-161,-505,-48
4782,-29,-345,-67,-505,-46,-505,-505
4783,-22,-55,-55,-505,-55,-505,-417
4784,-29,-39,-68,-505,-36,-505,-195
4785,-24,-83,-98,-505,-137,-505,-505
4786,-19,-46,-73,-505,-39,-505,-457
4787,-19,-216,-105,-505,-187,-505,-505
4788,-19,-19,-28,-505,-82,-505,-200
4789,-22,-235,-51,-505,-296,-505,-505
4790,-20,-147,-29,-505,-21,-505,-119
4791,-24,-95,-209,-505,-22,-505,-204
4792,-26,-151,-34,-505,-316,-505,-148
4793,-42,-172,-24,-505,-250,-505,-62
4794,-24,-40,-62,-505,-26,-505,-179
4795,-29,-33,-23,-505,-84,-505,-448
4796,-47,-236,-35,-505,-71,-505,-349
4797,-23,-42,-21,-505,-60,-505,-205
4798,-21,-201,-34,-505,-150,-505,-19
4799,-22,-22,-36,-505,-74,-505,-192
4800,-21,-156,-190,-505,-91,-505,-333
4801,-52,-24,-25,-505,-44,-505,-44
4802,-24,-80,-61,-505,-49,-505,-202
4803,-28,-112,-51,-402,-146,-505,-292
4804,-26,-69,-29,-505,-31,-505,-138
4805,-28,-154,-36,-505,-51,-505,-367
4806,-21,-37,-31,-505,-140,-505,-478
4807,-105,-78,-42,-505,-137,-505,-364
4808,-41,-40,-29,-505,-155,-505,-147
4809,-18,-235,-28,-505,-23,-505,-505
4810,-28,-154,-30,-505,-40,-505,-84
4811,-23,-39,-65,-505,-265,-505,-137
4812,-23,-80,-21,-505,-272,-505,-505
4813,-22,-67,-98,-505,-27,-505,-109
4814,-23,-85,-38,-505,-395,-505,-185
4815,-20,-144,-31,-505,-21,-505,-300
4816,-23,-313,-23,-505,-273,-505,-80
4817,-19,-76,-32,-505,-34,-505,-505
4818,-56,-312,-34,-505,-96,-505,-20
4819,-47,-109,-30,-477,-52,-505,-281
4820,-32,-338,-110,-505,-215,-505,-32
4821,-22,-54,-283,-505,-25,-505,-48
4822,-23,-320,-35,-505,-65,-505,-115
4823,-28,-67,-100,-505,-87,-505,-375
4824,-39,-261,-28,-505,-61,-505,-505
4825,-33,-505,-24,-505,-27,-505,-505
4826,-38,-158,-53,-505,-414,-505,-505
4827,-25,-55,-68,-505,-43,-505,-266
4828,-84,-77,-62,-505,-35,-505,-505
4829,-34,-100,-20,-505,-64,-505,-418
4830,-72,-55,-31,-505,-242,-505,-85
4831,-23,-69,-87,-505,-83,-505,-110
4832,-24,-40,-63,-505,-45,-505,-505
4833,-52,-59,-159,-505,-39,-505,-184
4834,-28,-70,-32,-505,-150,-505,-320
4835,-29,-38,-72,-505,-41,-505,-105
4836,-42,-29,-69,-505,-47,-505,-454
4837,-26,-72,-26,-505,-287,-505,-505
4838,-25,-131,-84,-186,-23,-505,-505
4839,-53,-24,-23,-190,-91,-505,-48
4840,-24,-87,-23,-505,-33,-505,-505
4841,-24,-39,-88,-505,-250,-505,-232
4842,-55,-143,-113,-505,-106,-505,-319
4843,-43,-43,-21,-505,-20,-505,-505
4844,-35,-101,-37,-505,-32,-505,-21
4845,-56,-84,-42,-505,-28,-505,-176
4846,-25,-62,-59,-505,-98,-505,-453
4847,-35,-41,-232,-505,-230,-505,-160
4848,-35,-127,-22,-505,-81,-505,-80
4849,-19,-50,-130,-505,-28,-505,-85
4850,-20,-230,-89,-505,-266,-505,-24
4851,-56,-150,-24,-505,-34,-505,-505
4852,-41,-101,-51,-505,-63,-505,-505
4853,-19,-26,-75,-505,-108,-505,-316
4854,-52,-77,-27,-505,-28,-505,-505
4855,-20,-21,-33,-505,-127,-505,-96
4856,-35,-52,-37,-505,-37,-505,-505
4857,-31,-31,-30,-505,-389,-505,-27
4858,-17,-38,-86,-505,-128,-505,-120
4859,-142,-24,-87,-505,-71,-505,-41
4860,-108,-76,-24,-255,-268,-505,-505
4861,-20,-30,-22,-205,-169,-505,-344
4862,-22,-38,-66,-505,-135,-505,-183
4863,-34,-20,-151,-505,-114,-505,-505
4864,-19,-38,-124,-505,-280,-505,-505
4865,-23,-505,-24,-505,-474,-505,-505
4866,-33,-76,-58,-505,-184,-505,-335
4867,-61,-20,-36,-505,-137,-505,-248
4868,-37,-79,-101,-505,-78,-505,-505
4869,-22,-159,-78,-505,-208,-505,-485
4870,-49,-107,-129,-505,-123,-505,-139
4871,-82,-33,-42,-505,-76,-505,-399
4872,-47,-175,-148,-505,-418,-505,-174
4873,-24,-101,-27,-505,-63,-505,-65
4874,-44,-58,-51,-505,-125,-505,-218
4875,-24,-34,-25,-505,-102,-505,-318
4876,-19,-55,-136,-505,-17,-505,-197
4877,-18,-153,-49,-505,-351,-505,-350
4878,-25,-29,-263,-505,-52,-505,-296
4879,-31,-77,-24,-503,-182,-505,-296
4880,-41,-397,-70,-505,-239,-505,-130
