episode,epsilon_is,push_p10_is,push_p10_nois,push_p20_is,push_p20_nois,push_p30_is,push_p30_nois
1213,-90,-505,-211,-505,-253,-505,-505
1214,-23,-359,-69,-505,-92,-505,-505
1215,-72,-293,-390,-505,-152,-505,-505
1216,-117,-244,-119,-505,-394,-505,-505
1217,-69,-505,-53,-505,-505,-505,-505
1218,-26,-364,-42,-505,-490,-505,-505
1219,-28,-55,-83,-505,-505,-505,-505
1220,-66,-156,-16,-505,-505,-505,-505
1221,-20,-505,-90,-505,-505,-505,-505
1222,-27,-295,-106,-505,-505,-505,-505
1223,-183,-151,-57,-505,-504,-505,-505
1224,-134,-273,-52,-505,-505,-505,-505
1225,-21,-279,-130,-505,-312,-505,-505
1226,-108,-505,-120,-505,-505,-505,-505
1227,-28,-261,-25,-505,-505,-505,-505
1228,-24,-88,-153,-386,-505,-505,-505
1229,-97,-162,-210,-505,-156,-505,-505
1230,-84,-46,-59,-505,-223,-505,-505
1231,-38,-19,-62,-505,-505,-505,-249
1232,-293,-179,-179,-505,-401,-505,-59
1233,-132,-81,-124,-505,-29,-505,-505
1234,-50,-179,-32,-505,-312,-505,-505
1235,-124,-20,-35,-505,-166,-505,-505
1236,-65,-161,-143,-505,-505,-505,-505
1237,-56,-74,-35,-505,-334,-505,-505
1238,-72,-363,-191,-505,-69,-505,-505
1239,-20,-137,-105,-505,-26,-505,-505
1240,-34,-239,-39,-505,-505,-505,-505
1241,-189,-246,-90,-505,-487,-505,-505
1242,-125,-178,-20,-505,-505,-505,-505
1243,-62,-371,-194,-505,-505,-505,-505
1244,-245,-196,-224,-505,-505,-505,-505
1245,-22,-71,-21,-505,-505,-505,-505
1246,-144,-218,-77,-505,-44,-505,-505
1247,-78,-18,-50,-505,-265,-505,-358
1248,-160,-72,-28,-505,-505,-505,-505
1249,-27,-380,-135,-505,-366,-505,-505
1250,-74,-505,-15,-505,-316,-505,-505
1251,-90,-467,-22,-505,-122,-505,-505
1252,-22,-52,-34,-505,-505,-505,-505
1253,-32,-505,-96,-505,-164,-505,-505
1254,-34,-44,-53,-505,-480,-505,-505
1255,-100,-505,-150,-505,-407,-505,-505
1256,-47,-236,-108,-505,-505,-505,-505
1257,-177,-31,-111,-505,-354,-505,-505
1258,-98,-151,-62,-505,-505,-505,-505
1259,-37,-270,-102,-505,-505,-505,-505
1260,-150,-80,-21,-505,-344,-505,-505
1261,-176,-31,-91,-505,-455,-505,-505
1262,-26,-115,-71,-505,-505,-505,-505
1263,-181,-72,-78,-505,-274,-505,-505
1264,-142,-154,-38,-505,-293,-505,-505
1265,-22,-70,-76,-505,-505,-505,-505
1266,-137,-312,-183,-505,-254,-505,-505
1267,-31,-144,-125,-505,-237,-505,-505
1268,-46,-75,-219,-505,-505,-505,-505
1269,-161,-34,-164,-505,-274,-505,-505
1270,-121,-183,-42,-505,-505,-505,-505
1271,-34,-435,-134,-505,-505,-505,-505
1272,-29,-143,-135,-505,-505,-505,-505
1273,-33,-24,-188,-505,-505,-505,-148
1274,-231,-96,-51,-505,-257,-505,-505
1275,-53,-100,-39,-505,-90,-505,-505
1276,-59,-194,-95,-505,-505,-505,-505
1277,-111,-32,-40,-505,-505,-505,-505
1278,-26,-131,-55,-505,-328,-505,-505
1279,-240,-314,-84,-505,-301,-505,-505
1280,-234,-259,-165,-505,-403,-505,-505
1281,-43,-98,-88,-505,-505,-505,-505
1282,-41,-245,-98,-505,-23,-505,-505
1283,-122,-337,-90,-505,-445,-505,-505
1284,-128,-83,-501,-505,-32,-505,-505
1285,-79,-202,-333,-505,-494,-505,-505
1286,-129,-196,-88,-505,-505,-505,-505
1287,-52,-505,-102,-505,-272,-505,-505
1288,-72,-75,-130,-505,-294,-505,-505
1289,-18,-166,-22,-505,-505,-505,-338
1290,-82,-505,-77,-505,-424,-505,-505
1291,-36,-505,-54,-505,-505,-505,-505
1292,-115,-43,-40,-505,-484,-505,-505
1293,-28,-196,-66,-505,-505,-505,-505
1294,-239,-178,-51,-505,-290,-505,-505
1295,-84,-171,-55,-505,-505,-505,-505
1296,-90,-90,-33,-505,-505,-505,-505
1297,-92,-505,-71,-505,-505,-505,-505
1298,-74,-161,-44,-505,-505,-505,-505
1299,-44,-115,-30,-505,-505,-505,-505
1300,-24,-505,-104,-505,-505,-505,-505
1301,-66,-505,-29,-505,-505,-505,-505
1302,-51,-279,-110,-505,-505,-505,-505
1303,-33,-505,-57,-505,-505,-505,-505
1304,-26,-505,-74,-505,-505,-505,-505
1305,-24,-505,-92,-505,-505,-505,-505
1306,-45,-94,-21,-505,-368,-505,-505
1307,-25,-505,-31,-505,-145,-505,-505
1308,-142,-379,-42,-505,-404,-505,-505
1309,-42,-203,-177,-505,-109,-505,-505
1310,-49,-83,-32,-505,-78,-505,-505
1311,-119,-60,-160,-225,-505,-505,-505
1312,-21,-290,-88,-505,-42,-505,-505
1313,-62,-505,-33,-289,-319,-505,-505
1314,-169,-130,-23,-505,-505,-505,-505
1315,-63,-505,-103,-387,-315,-505,-505
1316,-101,-505,-180,-248,-121,-505,-505
1317,-85,-23,-26,-505,-505,-505,-505
1318,-63,-386,-30,-505,-466,-505,-505
1319,-239,-113,-54,-505,-42,-505,-505
1320,-78,-241,-54,-505,-57,-505,-505
1321,-52,-169,-23,-505,-505,-505,-505
1322,-24,-354,-66,-505,-505,-505,-505
1323,-157,-484,-139,-505,-413,-505,-505
1324,-137,-145,-17,-505,-73,-505,-505
1325,-76,-505,-24,-505,-277,-505,-505
1326,-45,-224,-68,-505,-182,-505,-505
1327,-36,-309,-127,-505,-268,-505,-505
1328,-31,-63,-17,-505,-278,-505,-505
1329,-53,-100,-325,-505,-94,-505,-505
1330,-21,-75,-505,-505,-50,-505,-505
1331,-51,-192,-23,-505,-184,-505,-505
1332,-21,-505,-134,-505,-385,-505,-505
1333,-43,-397,-156,-505,-42,-505,-505
1334,-77,-119,-93,-505,-202,-505,-505
1335,-29,-338,-95,-505,-107,-505,-505
1336,-44,-284,-96,-505,-505,-505,-239
1337,-44,-391,-164,-505,-505,-505,-505
1338,-34,-149,-67,-505,-58,-505,-505
1339,-31,-192,-42,-505,-505,-505,-505
1340,-200,-30,-90,-505,-193,-505,-505
1341,-129,-145,-61,-505,-505,-505,-505
1342,-135,-63,-60,-505,-206,-505,-505
1343,-477,-79,-68,-505,-505,-505,-505
1344,-131,-330,-82,-505,-313,-505,-505
1345,-118,-37,-131,-505,-464,-505,-505
1346,-93,-24,-204,-505,-505,-505,-505
1347,-145,-255,-53,-505,-463,-505,-505
1348,-35,-286,-24,-505,-87,-505,-505
1349,-23,-90,-188,-505,-505,-505,-505
1350,-95,-505,-177,-505,-60,-505,-505
1351,-90,-272,-105,-505,-505,-505,-505
1352,-98,-29,-190,-420,-163,-505,-505
1353,-28,-29,-320,-505,-239,-505,-505
1354,-80,-505,-278,-505,-505,-505,-505
1355,-83,-505,-105,-505,-505,-505,-505
1356,-24,-291,-130,-505,-78,-505,-505
1357,-33,-23,-203,-505,-27,-505,-505
1358,-46,-480,-44,-505,-237,-505,-505
1359,-31,-167,-163,-505,-466,-505,-505
1360,-117,-219,-268,-505,-201,-505,-505
1361,-190,-25,-91,-505,-505,-505,-505
1362,-30,-231,-279,-505,-261,-505,-505
1363,-24,-29,-56,-505,-52,-505,-505
1364,-110,-472,-33,-505,-163,-505,-505
1365,-20,-303,-42,-505,-505,-505,-505
1366,-38,-63,-99,-505,-455,-505,-505
1367,-31,-318,-395,-505,-505,-505,-505
1368,-41,-396,-207,-245,-505,-505,-505
1369,-20,-330,-192,-505,-143,-505,-156
1370,-110,-313,-38,-505,-505,-505,-367
1371,-24,-424,-135,-220,-280,-505,-505
1372,-73,-99,-18,-317,-471,-505,-505
1373,-53,-27,-21,-505,-505,-505,-505
1374,-144,-46,-242,-505,-189,-505,-505
1375,-86,-478,-192,-505,-505,-505,-505
1376,-59,-164,-28,-505,-399,-505,-505
1377,-51,-484,-233,-505,-75,-505,-505
1378,-46,-79,-29,-505,-505,-505,-505
1379,-34,-69,-19,-505,-174,-505,-505
1380,-87,-111,-29,-505,-45,-505,-471
1381,-27,-205,-399,-505,-505,-505,-505
1382,-32,-17,-272,-505,-505,-505,-494
1383,-29,-405,-60,-505,-226,-505,-505
1384,-36,-24,-37,-505,-468,-505,-505
1385,-146,-124,-319,-505,-225,-505,-505
1386,-24,-318,-77,-505,-505,-505,-505
1387,-38,-299,-42,-498,-505,-505,-505
1388,-23,-40,-23,-505,-426,-505,-505
1389,-80,-35,-315,-505,-505,-505,-378
1390,-77,-141,-43,-505,-505,-505,-505
1391,-222,-220,-119,-220,-187,-505,-505
1392,-20,-140,-25,-505,-187,-505,-505
1393,-56,-160,-47,-505,-505,-505,-505
1394,-54,-87,-53,-505,-173,-505,-505
1395,-158,-190,-27,-505,-366,-505,-505
1396,-31,-236,-51,-505,-505,-505,-505
1397,-53,-20,-35,-505,-289,-505,-505
1398,-57,-505,-20,-505,-505,-505,-505
1399,-36,-266,-58,-505,-115,-505,-505
1400,-189,-41,-123,-505,-328,-505,-505
1401,-148,-175,-28,-505,-77,-505,-505
1402,-57,-21,-147,-505,-88,-505,-505
1403,-25,-86,-75,-505,-175,-505,-505
1404,-28,-182,-233,-505,-365,-505,-341
1405,-58,-234,-392,-166,-505,-505,-505
1406,-71,-505,-37,-505,-449,-505,-505
1407,-105,-470,-103,-505,-505,-505,-505
1408,-69,-31,-433,-505,-455,-505,-505
1409,-20,-271,-214,-505,-121,-505,-72
1410,-97,-505,-92,-505,-505,-505,-505
1411,-22,-364,-53,-505,-505,-505,-505
1412,-40,-128,-51,-505,-204,-505,-505
1413,-52,-70,-36,-505,-505,-505,-505
1414,-21,-207,-24,-505,-505,-505,-505
1415,-49,-76,-221,-505,-60,-505,-505
1416,-72,-23,-36,-505,-133,-505,-505
1417,-70,-297,-92,-408,-104,-505,-505
1418,-92,-199,-37,-505,-505,-505,-505
1419,-73,-505,-21,-505,-505,-505,-505
1420,-25,-347,-244,-505,-505,-505,-505
1421,-26,-28,-79,-505,-505,-505,-505
1422,-62,-505,-108,-505,-189,-505,-505
1423,-72,-226,-56,-505,-490,-505,-505
1424,-50,-35,-199,-505,-505,-505,-505
1425,-16,-262,-213,-505,-300,-505,-505
1426,-28,-60,-56,-505,-357,-505,-505
1427,-26,-138,-102,-505,-150,-505,-505
1428,-61,-505,-98,-505,-182,-505,-505
1429,-33,-156,-19,-505,-198,-505,-352
1430,-20,-80,-104,-505,-463,-505,-505
1431,-30,-102,-73,-505,-47,-505,-505
1432,-57,-36,-293,-505,-169,-505,-505
1433,-43,-203,-83,-505,-260,-505,-505
1434,-98,-505,-71,-505,-60,-505,-505
1435,-25,-39,-180,-505,-505,-505,-505
1436,-62,-409,-142,-505,-505,-505,-27
1437,-33,-466,-19,-505,-505,-505,-505
1438,-52,-149,-49,-505,-505,-505,-505
1439,-29,-135,-34,-505,-505,-505,-505
1440,-22,-158,-67,-505,-115,-505,-505
1441,-46,-192,-128,-505,-320,-505,-505
1442,-22,-169,-155,-505,-78,-505,-505
1443,-30,-186,-66,-505,-505,-505,-505
1444,-30,-505,-135,-505,-253,-505,-505
1445,-74,-371,-70,-505,-505,-505,-505
1446,-88,-204,-169,-505,-20,-505,-505
1447,-53,-265,-124,-505,-25,-505,-505
1448,-25,-132,-57,-505,-505,-505,-185
1449,-20,-505,-184,-505,-505,-505,-505
1450,-30,-116,-84,-505,-505,-505,-505
1451,-24,-328,-148,-505,-505,-505,-505
1452,-73,-23,-21,-505,-108,-505,-287
1453,-111,-190,-51,-505,-487,-505,-505
1454,-28,-166,-121,-505,-505,-505,-505
1455,-33,-247,-42,-505,-116,-505,-505
1456,-20,-505,-154,-505,-505,-505,-505
1457,-48,-461,-42,-505,-287,-505,-505
1458,-29,-429,-35,-137,-79,-505,-505
1459,-39,-105,-72,-505,-505,-505,-505
1460,-23,-505,-83,-505,-505,-505,-505
1461,-24,-361,-80,-505,-46,-505,-505
1462,-81,-505,-31,-505,-505,-505,-505
1463,-29,-505,-106,-505,-187,-505,-505
1464,-26,-505,-114,-505,-28,-505,-505
1465,-75,-505,-72,-505,-505,-505,-505
1466,-117,-290,-40,-322,-288,-505,-505
1467,-19,-49,-60,-505,-505,-505,-505
1468,-147,-505,-107,-505,-224,-505,-505
1469,-38,-505,-190,-505,-505,-505,-505
1470,-26,-339,-171,-505,-505,-505,-505
1471,-32,-438,-70,-505,-256,-505,-505
1472,-64,-363,-50,-505,-505,-505,-505
1473,-112,-505,-36,-505,-505,-505,-505
1474,-19,-247,-66,-505,-155,-505,-505
1475,-33,-120,-166,-505,-109,-505,-505
1476,-46,-237,-80,-505,-171,-505,-505
1477,-39,-64,-30,-505,-118,-505,-505
1478,-49,-224,-49,-505,-24,-505,-505
1479,-53,-39,-214,-505,-357,-505,-505
1480,-32,-21,-250,-505,-505,-505,-505
1481,-63,-505,-41,-505,-505,-505,-505
1482,-21,-23,-37,-505,-60,-505,-505
1483,-67,-111,-68,-505,-183,-505,-505
1484,-38,-154,-32,-505,-391,-505,-505
1485,-92,-505,-45,-505,-505,-505,-505
1486,-50,-409,-51,-505,-495,-505,-505
1487,-19,-169,-136,-505,-505,-505,-505
1488,-28,-260,-130,-505,-505,-505,-505
1489,-22,-183,-55,-505,-505,-505,-505
1490,-31,-33,-188,-505,-505,-505,-505
1491,-31,-101,-102,-505,-163,-505,-505
1492,-20,-123,-85,-505,-160,-505,-505
1493,-88,-47,-491,-505,-267,-505,-505
1494,-25,-361,-30,-505,-505,-505,-505
1495,-53,-205,-79,-505,-505,-505,-505
1496,-39,-289,-26,-505,-37,-505,-485
1497,-19,-171,-58,-505,-505,-505,-505
1498,-26,-234,-92,-505,-505,-505,-505
1499,-43,-505,-105,-505,-399,-505,-505
1500,-85,-345,-25,-505,-505,-505,-505
1501,-21,-130,-76,-505,-505,-505,-505
1502,-29,-505,-59,-505,-505,-505,-505
1503,-114,-142,-385,-505,-83,-505,-505
1504,-26,-505,-34,-505,-184,-505,-505
1505,-39,-395,-18,-505,-45,-505,-505
1506,-19,-410,-62,-505,-247,-505,-505
1507,-34,-118,-47,-505,-505,-505,-505
1508,-90,-238,-50,-505,-505,-505,-505
1509,-24,-65,-17,-505,-505,-505,-376
1510,-31,-351,-83,-505,-505,-505,-505
1511,-34,-127,-104,-505,-505,-505,-505
1512,-43,-351,-74,-505,-505,-505,-505
1513,-44,-58,-24,-505,-174,-505,-505
1514,-150,-278,-204,-505,-505,-505,-505
1515,-19,-285,-63,-322,-505,-505,-505
1516,-27,-449,-46,-505,-505,-505,-505
1517,-96,-103,-22,-505,-505,-505,-505
1518,-28,-21,-66,-505,-505,-505,-505
1519,-38,-139,-82,-505,-474,-505,-505
1520,-35,-192,-36,-505,-485,-505,-505
1521,-40,-126,-115,-505,-505,-505,-505
1522,-21,-49,-89,-505,-505,-505,-505
1523,-19,-164,-71,-505,-505,-505,-505
1524,-57,-32,-18,-505,-192,-505,-505
1525,-41,-31,-39,-505,-485,-505,-505
1526,-37,-27,-144,-505,-239,-505,-505
1527,-20,-72,-318,-505,-70,-505,-505
1528,-25,-505,-72,-505,-50,-505,-505
1529,-43,-59,-22,-505,-156,-505,-505
1530,-51,-505,-75,-505,-245,-505,-505
1531,-40,-236,-105,-505,-505,-505,-505
1532,-22,-25,-58,-505,-341,-505,-505
1533,-20,-178,-125,-505,-228,-505,-505
1534,-21,-197,-31,-505,-161,-505,-505
1535,-29,-163,-65,-505,-383,-505,-505
1536,-21,-301,-160,-505,-274,-505,-505
1537,-55,-285,-32,-505,-100,-505,-505
1538,-21,-177,-198,-505,-505,-505,-505
1539,-68,-125,-36,-505,-19,-505,-505
1540,-46,-257,-28,-505,-409,-505,-505
1541,-23,-138,-21,-505,-228,-505,-505
1542,-36,-47,-17,-505,-105,-505,-505
1543,-22,-167,-37,-505,-132,-505,-505
1544,-29,-47,-61,-505,-237,-505,-505
1545,-24,-87,-113,-505,-214,-505,-505
1546,-82,-31,-116,-505,-115,-505,-505
1547,-74,-315,-75,-505,-29,-505,-505
1548,-74,-52,-38,-505,-505,-505,-505
1549,-52,-272,-29,-505,-30,-505,-505
1550,-196,-481,-102,-505,-505,-505,-505
1551,-24,-64,-17,-505,-505,-505,-505
1552,-58,-220,-57,-505,-505,-505,-505
1553,-88,-130,-51,-505,-505,-505,-505
1554,-45,-505,-22,-505,-364,-505,-505
1555,-27,-210,-176,-505,-297,-505,-505
1556,-21,-268,-45,-505,-505,-505,-505
1557,-32,-27,-28,-505,-505,-505,-222
1558,-37,-192,-55,-505,-505,-505,-505
1559,-48,-333,-25,-505,-505,-505,-505
1560,-80,-224,-291,-505,-177,-505,-505
1561,-48,-127,-44,-505,-151,-505,-505
1562,-26,-396,-92,-505,-142,-505,-505
1563,-43,-135,-417,-505,-505,-505,-505
1564,-35,-120,-110,-505,-295,-505,-505
1565,-36,-160,-377,-505,-505,-505,-505
1566,-43,-505,-170,-505,-505,-505,-505
1567,-36,-165,-422,-505,-505,-505,-505
1568,-31,-264,-51,-505,-217,-505,-505
1569,-66,-412,-57,-505,-63,-505,-505
1570,-64,-387,-46,-505,-505,-505,-505
1571,-19,-402,-104,-505,-505,-505,-50
1572,-34,-63,-169,-505,-505,-505,-505
1573,-22,-123,-411,-505,-505,-505,-505
1574,-20,-505,-40,-314,-505,-505,-505
1575,-67,-505,-505,-505,-48,-505,-505
1576,-21,-505,-37,-505,-206,-505,-366
1577,-19,-185,-48,-505,-468,-505,-505
1578,-30,-121,-195,-505,-351,-505,-505
1579,-44,-181,-163,-505,-446,-505,-505
1580,-64,-100,-74,-505,-359,-505,-505
1581,-35,-261,-199,-505,-396,-505,-505
1582,-70,-282,-172,-505,-217,-505,-505
1583,-22,-154,-27,-505,-44,-505,-505
1584,-54,-367,-51,-505,-479,-505,-505
1585,-17,-139,-43,-505,-505,-505,-505
1586,-54,-328,-64,-505,-301,-505,-505
1587,-19,-310,-200,-505,-257,-505,-392
1588,-28,-275,-66,-505,-329,-505,-505
1589,-41,-100,-278,-505,-505,-505,-505
1590,-82,-321,-255,-505,-210,-505,-505
1591,-22,-29,-75,-505,-244,-505,-505
1592,-22,-505,-280,-505,-376,-505,-505
1593,-28,-148,-180,-505,-200,-505,-505
1594,-44,-325,-26,-505,-91,-505,-505
1595,-30,-73,-61,-505,-80,-505,-505
1596,-25,-156,-130,-505,-135,-505,-505
1597,-74,-115,-60,-505,-23,-505,-505
1598,-49,-348,-58,-505,-25,-505,-505
1599,-43,-505,-28,-236,-35,-505,-505
1600,-49,-191,-136,-263,-454,-505,-505
1601,-42,-40,-24,-505,-49,-505,-505
1602,-26,-115,-37,-505,-505,-505,-505
1603,-21,-195,-75,-505,-244,-505,-505
1604,-33,-217,-136,-505,-49,-505,-505
1605,-27,-166,-51,-505,-321,-505,-505
1606,-21,-66,-46,-505,-505,-505,-505
1607,-23,-178,-505,-505,-195,-505,-505
1608,-62,-92,-68,-505,-292,-505,-505
1609,-44,-114,-91,-505,-505,-505,-505
1610,-41,-380,-97,-505,-118,-505,-505
1611,-24,-267,-36,-505,-29,-505,-505
1612,-77,-104,-59,-505,-147,-505,-505
1613,-18,-64,-110,-505,-298,-505,-505
1614,-23,-108,-33,-505,-505,-505,-505
1615,-24,-35,-69,-505,-505,-505,-505
1616,-38,-116,-140,-505,-78,-505,-505
1617,-22,-134,-27,-505,-74,-505,-505
1618,-18,-33,-55,-505,-267,-505,-505
1619,-22,-505,-73,-399,-32,-505,-505
1620,-73,-181,-29,-505,-47,-505,-505
1621,-64,-79,-244,-389,-505,-505,-241
1622,-35,-152,-35,-484,-195,-505,-505
1623,-26,-74,-32,-309,-301,-505,-505
1624,-20,-207,-154,-505,-473,-505,-505
1625,-39,-243,-101,-188,-63,-505,-505
1626,-25,-270,-35,-505,-113,-505,-457
1627,-19,-115,-257,-505,-105,-505,-505
1628,-75,-122,-109,-505,-192,-505,-505
1629,-27,-334,-60,-505,-164,-505,-505
1630,-28,-24,-102,-505,-317,-505,-505
1631,-19,-24,-75,-505,-268,-505,-505
1632,-22,-120,-74,-505,-435,-505,-505
1633,-31,-97,-47,-326,-505,-505,-505
1634,-102,-43,-104,-505,-505,-505,-505
1635,-32,-109,-46,-505,-374,-505,-505
1636,-68,-46,-70,-505,-505,-505,-505
1637,-27,-83,-29,-505,-155,-505,-505
1638,-52,-55,-20,-505,-505,-505,-505
1639,-25,-37,-139,-505,-259,-505,-505
1640,-34,-46,-26,-505,-505,-505,-505
1641,-37,-58,-68,-505,-312,-505,-505
1642,-84,-53,-28,-505,-40,-505,-505
1643,-20,-31,-65,-505,-55,-505,-505
1644,-67,-85,-88,-505,-26,-505,-505
1645,-119,-400,-57,-505,-47,-505,-505
1646,-23,-70,-41,-505,-460,-505,-505
1647,-55,-21,-164,-505,-54,-505,-505
1648,-61,-85,-127,-505,-29,-505,-505
1649,-57,-209,-85,-505,-179,-505,-200
1650,-58,-192,-50,-505,-77,-505,-505
1651,-79,-19,-170,-505,-149,-505,-505
1652,-18,-189,-83,-505,-505,-505,-505
1653,-40,-49,-68,-505,-445,-505,-505
1654,-112,-286,-26,-505,-168,-505,-505
1655,-23,-32,-46,-505,-392,-505,-505
1656,-53,-89,-80,-505,-100,-505,-505
1657,-18,-270,-34,-505,-170,-505,-418
1658,-48,-30,-45,-505,-21,-505,-505
1659,-62,-107,-238,-505,-78,-505,-505
1660,-48,-505,-369,-505,-498,-505,-505
1661,-26,-34,-39,-505,-505,-505,-505
1662,-60,-183,-502,-505,-359,-505,-505
1663,-34,-375,-302,-505,-505,-505,-505
1664,-20,-254,-93,-505,-265,-505,-505
1665,-32,-50,-226,-505,-505,-505,-505
1666,-69,-505,-204,-505,-150,-505,-505
1667,-34,-505,-39,-505,-505,-505,-505
1668,-28,-70,-67,-505,-299,-505,-505
1669,-32,-30,-94,-505,-185,-505,-505
1670,-71,-56,-78,-505,-505,-505,-505
1671,-28,-92,-41,-505,-505,-505,-505
1672,-47,-293,-40,-505,-383,-505,-505
1673,-29,-162,-313,-505,-173,-505,-505
1674,-54,-71,-57,-505,-174,-505,-505
1675,-43,-123,-58,-505,-125,-505,-505
1676,-104,-25,-108,-505,-41,-505,-101
1677,-40,-49,-484,-505,-32,-505,-505
1678,-42,-49,-52,-505,-106,-505,-505
1679,-29,-150,-382,-505,-411,-505,-505
1680,-50,-201,-39,-505,-30,-505,-505
1681,-77,-48,-43,-505,-60,-505,-505
1682,-56,-43,-191,-505,-363,-505,-505
1683,-21,-341,-157,-505,-71,-505,-505
1684,-90,-79,-20,-505,-505,-505,-494
1685,-65,-138,-305,-505,-505,-505,-505
1686,-71,-56,-41,-505,-372,-505,-505
1687,-32,-46,-28,-505,-30,-505,-505
1688,-24,-387,-388,-505,-302,-505,-505
1689,-56,-29,-505,-423,-72,-505,-505
1690,-23,-56,-150,-505,-82,-505,-505
1691,-47,-52,-179,-505,-29,-505,-505
1692,-113,-57,-26,-505,-195,-505,-505
1693,-85,-47,-175,-505,-97,-505,-505
1694,-31,-24,-282,-24,-188,-505,-505
1695,-86,-80,-505,-505,-477,-505,-301
1696,-182,-497,-505,-505,-485,-505,-505
1697,-52,-88,-98,-505,-29,-505,-505
1698,-50,-283,-155,-505,-139,-505,-505
1699,-59,-452,-39,-505,-168,-505,-505
1700,-22,-223,-20,-117,-136,-505,-505
1701,-52,-98,-249,-505,-105,-505,-505
1702,-59,-29,-41,-505,-505,-505,-505
1703,-62,-102,-101,-505,-33,-505,-505
1704,-24,-347,-386,-505,-505,-505,-505
1705,-37,-111,-64,-505,-63,-505,-505
1706,-33,-135,-93,-505,-505,-505,-505
1707,-25,-28,-126,-505,-505,-505,-505
1708,-23,-87,-100,-124,-505,-505,-505
1709,-24,-24,-28,-505,-289,-505,-505
1710,-56,-143,-103,-505,-96,-505,-505
1711,-78,-132,-303,-505,-272,-505,-505
1712,-20,-74,-174,-505,-505,-505,-505
1713,-18,-23,-24,-505,-83,-505,-505
1714,-32,-56,-233,-505,-291,-505,-505
1715,-20,-124,-111,-505,-505,-505,-505
1716,-22,-120,-151,-505,-505,-505,-505
1717,-26,-154,-64,-505,-505,-505,-505
1718,-26,-188,-23,-505,-505,-505,-505
1719,-20,-22,-87,-505,-227,-505,-505
1720,-33,-111,-119,-505,-61,-505,-505
1721,-50,-87,-179,-505,-76,-505,-505
1722,-36,-145,-100,-505,-348,-505,-505
1723,-47,-304,-76,-505,-177,-505,-505
1724,-21,-189,-116,-505,-17,-505,-505
1725,-42,-70,-30,-505,-49,-505,-505
1726,-32,-73,-65,-505,-129,-505,-505
1727,-22,-24,-30,-505,-89,-505,-505
1728,-18,-497,-123,-505,-28,-505,-505
1729,-33,-21,-84,-505,-22,-505,-505
1730,-25,-111,-82,-505,-505,-505,-505
1731,-27,-34,-110,-505,-136,-505,-505
1732,-18,-118,-108,-498,-178,-505,-505
1733,-18,-224,-75,-505,-38,-505,-261
1734,-24,-312,-23,-505,-505,-505,-505
1735,-20,-82,-61,-505,-107,-505,-505
1736,-43,-33,-56,-505,-172,-505,-505
1737,-30,-475,-48,-505,-45,-505,-505
1738,-22,-30,-403,-505,-103,-505,-505
1739,-44,-33,-146,-505,-68,-505,-505
1740,-30,-55,-57,-505,-505,-505,-63
1741,-55,-57,-36,-505,-67,-505,-505
1742,-83,-68,-188,-505,-86,-505,-505
1743,-33,-52,-154,-505,-469,-505,-505
1744,-87,-121,-226,-505,-505,-505,-415
1745,-29,-90,-62,-505,-505,-505,-505
1746,-34,-93,-124,-505,-505,-505,-505
1747,-22,-127,-85,-505,-505,-505,-505
1748,-96,-505,-94,-505,-111,-505,-505
1749,-31,-46,-70,-505,-173,-505,-505
1750,-35,-481,-42,-505,-314,-505,-505
1751,-21,-123,-235,-505,-334,-505,-505
1752,-39,-335,-78,-505,-505,-505,-505
1753,-29,-29,-42,-505,-451,-505,-505
1754,-61,-92,-135,-505,-414,-505,-505
1755,-20,-164,-110,-505,-344,-505,-505
1756,-18,-36,-58,-505,-73,-505,-505
1757,-116,-61,-23,-505,-204,-505,-505
1758,-36,-120,-51,-505,-505,-505,-505
1759,-26,-122,-112,-505,-487,-505,-505
1760,-24,-148,-88,-201,-192,-505,-505
1761,-18,-146,-40,-505,-64,-505,-505
1762,-70,-84,-35,-505,-491,-505,-505
1763,-78,-57,-126,-505,-92,-505,-505
1764,-20,-195,-43,-505,-32,-505,-505
1765,-22,-58,-24,-505,-114,-505,-505
1766,-94,-89,-102,-505,-305,-505,-505
1767,-21,-331,-98,-505,-37,-505,-505
1768,-20,-176,-19,-505,-308,-505,-505
1769,-73,-126,-79,-505,-505,-505,-505
1770,-20,-219,-30,-505,-281,-505,-444
1771,-108,-44,-19,-505,-505,-505,-505
1772,-22,-60,-64,-505,-134,-505,-505
1773,-21,-151,-67,-505,-373,-505,-505
1774,-113,-218,-43,-505,-58,-505,-505
1775,-23,-90,-19,-505,-161,-505,-505
1776,-24,-22,-35,-505,-272,-505,-505
1777,-19,-147,-62,-505,-55,-505,-505
1778,-22,-105,-221,-505,-139,-505,-505
1779,-21,-202,-195,-505,-365,-505,-505
1780,-24,-74,-110,-505,-92,-505,-505
1781,-42,-197,-44,-505,-165,-505,-505
1782,-65,-85,-116,-505,-60,-505,-505
1783,-37,-76,-40,-505,-86,-505,-505
1784,-20,-50,-92,-505,-85,-505,-505
1785,-23,-195,-126,-124,-49,-505,-505
1786,-42,-87,-213,-505,-42,-505,-505
1787,-21,-68,-34,-505,-505,-505,-505
1788,-26,-67,-100,-505,-222,-505,-505
1789,-23,-90,-118,-505,-150,-505,-505
1790,-22,-34,-47,-505,-55,-505,-505
1791,-29,-162,-142,-205,-179,-505,-505
1792,-28,-92,-291,-505,-505,-505,-505
1793,-79,-27,-123,-505,-151,-505,-505
